,index,smiles,length,inchikey,name,groups,withdrawn_class,source
556,556,[Al+3].[Mg+2].O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[SiH4].[SiH4].[SiH4].[SiH4],115,AHKZTVQIVOEVFO-UHFFFAOYSA-N,attapulgite,US Previously Marketed,1,['NCATS']
557,557,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].[Cu+2].[Cu+2].[Cu+2].[Cu+2].O.O.O.O.O,115,JPVYNHNXODAKFH-UHFFFAOYSA-N,cupric citrate hemipentahydrate,US Previously Marketed,1,['NCATS']
563,563,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,115,KLOLZALDXGTNQE-JIDHJSLPSA-N,vilanterol trifenatate,approved,0,['ChEMBL']
564,564,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,115,AHJGUEMIZPMAMR-WZTVWXICSA-N,delafloxacin meglumine,approved,0,"['ChEMBL', 'NCATS']"
565,565,C[C@@]12C=CC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@](C(=O)COP(=O)(O)O)([C@@]4(C)C[C@@]([H])([C@@]31[H])O)O.CC(C)c1ccccc1OCC2=NCCN2,115,GFYSWQDCHLWRMQ-UHFFFAOYSA-N,prednazoline,US Approved Rx,0,['NCATS']
566,566,CC1=C[C@@]2([H])[C@]3([H])C[C@@]([H])(C)[C@](C(=O)COC(=O)C)([C@@]3(C)C[C@@]([H])([C@]2([H])[C@@]4(C)Cc5cnn(-c6ccccc6)c5C=C14)O)O,115,RKHQGWMMUURILY-HENALGNESA-N,cortivazol,Possibly Marketed Outside US,0,['NCATS']
567,567,C[C@]1(Cn2ccnn2)[C@]([H])(C(=O)O)N3C(=O)C[C@@]3([H])S1(=O)=O.C[C@]1(Cn2ccnn2)[C@]([H])(C(=O)O)N3C(=O)C[C@@]3([H])S1(=O)=O.O,115,BULFSGHLDZFFAI-WNEKGKLGSA-N,tazobactam hemihydrate,US Approved Rx,0,['NCATS']
568,568,CC1Cc2ccccc2N1N=C(c3ccc(c(c3)S(=O)(=O)N)Cl)O.CC1Cc2ccccc2N1N=C(c3ccc(c(c3)S(=O)(=O)N)Cl)O.O,115,GPFKQEHXQLDCEK-UHFFFAOYSA-N,indapamide hemihydrate,US Approved Rx,0,['NCATS']
569,569,CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC,114,PKVRCIRHQMSYJX-AIFWHQITSA-N,trabectedin,withdrawn,1,['WITHDRAWN']
570,570,CC(C)(C)N=C([C@]1([H])CN(CCN1C[C@]([H])(C[C@@]([H])(Cc2ccccc2)C(=N[C@@]3([H])c4ccccc4C[C@@]3([H])O)O)O)Cc5cccnc5)O.O,114,CBVCZFGXHXORBI-PXQQMZJSSA-N,indinavir,US Previously Marketed,1,['NCATS']
574,574,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],114,PLCQGRYPOISRTQ-FCJDYXGNSA-L,dexamethasone sodium phosphate,approved,0,['ChEMBL']
575,575,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,114,USNRYVNRPYXCSP-JUGPPOIOSA-N,afatinib dimaleate,approved,0,['ChEMBL']
576,576,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.O.O.O.[Na+].[Na+],114,XMCDZRXQAGFWAK-PMCOHIMVSA-L,ceftriaxone sodium,approved,0,['ChEMBL']
577,577,C(C[C@@]([H])(C(=O)O)N)CNC(=N)N.C(C[C@@]([H])(C(=O)O)N)CNC(=N)N.C(C[C@@]([H])(C(=O)O)N)CNC(=N)N.CCCC(=O)O.CCCC(=O)O.CCCC(=O)O.CCCC(=O)O,114,FERIUCNNQQJTOY-UHFFFAOYSA-N,arginine butyrate,US Approved Rx,0,['NCATS']
578,578,CN1CC[C@@]23C=C[C@@]([H])(C[C@]2([H])Oc4c(ccc(C1)c43)OC)OC(=O)c5ccccc5.C([C@]([H])([C@]([H])([C@@]([H])([C@]([H])(C(=O)O)O)O)O)O)O,114,JKVNJTYHRABHIY-WXVUKLJWSA-N,galantamine benzoate gluconate,US Approved Rx,0,['NCATS']
579,579,CC1(C)[C@]([H])(C(=O)OCOC(=O)[C@@]2([H])C(C)(C)S(=O)(=O)[C@]3([H])CC(=O)N32)N4C(=O)[C@]([H])([C@@]4([H])S1)N=C([C@@]([H])(c5ccccc5)N)O.Cl,114,JLBADLWTHWGGNE-CGAOXQFVSA-N,sultamicillin hydrochloride,Possibly Marketed Outside US,0,['NCATS']
580,580,C[C@]([H])([C@]1([H])CC[C@]([H])([C@]([H])(O1)O[C@]2([H])[C@]([H])(C[C@]([H])([C@@]([H])([C@@]2([H])O)O[C@]3([H])[C@@]([H])([C@]([H])([C@](C)(CO3)O)NC)O)N)N)N)NC,114,CEAZRRDELHUEMR-CAMVTXANSA-N,gentamicin c1,US Approved Rx,0,['NCATS']
581,581,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)[C@@]2(C)CC[C@]1([H])OC(=O)CCC(=O)O,114,OBZHEBDUNPOCJG-WBXJDKIVSA-N,carbenoxolone,Possibly Marketed Outside US,0,['NCATS']
582,582,CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,113,ATAGSVCDFKGYPE-UHFFFAOYSA-N,butamben picrate,withdrawn,1,['ChEMBL']
583,583,[C@@]([H])([C@]([H])(C(=O)[O-])[O-])(C(=O)[O-])[O-].[C@@]([H])([C@]([H])(C(=O)[O-])[O-])(C(=O)[O-])[O-].[K+].[K+].O.O.O.[Sb+3].[Sb+3],113,DHVVKVAWLAZKCZ-JCYAYHJZSA-N,antimony potassium tartrate,US Previously Marketed,1,['NCATS']
585,585,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],113,OYTJKRAYGYRUJK-FMCCZJBLSA-M,rocuronium bromide,approved,0,['ChEMBL']
586,586,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,113,ZLVSPMRFRHMMOY-WWCCMVHESA-N,bedaquiline fumarate,approved,0,['ChEMBL']
587,587,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl,113,GTNDZRUWKHDICY-DJHAJVGHSA-N,clindamycin palmitate hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
588,588,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],113,DQYGXRQUFSRDCH-UQIIZPHYSA-M,elagolix sodium,approved,0,"['ChEMBL', 'NCATS']"
589,589,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,113,MWWSFMDVAYGXBV-FGBSZODSSA-N,epirubicin hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
590,590,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],113,PLCQGRYPOISRTQ-LWCNAHDDSA-L,betamethasone sodium phosphate,approved,0,['ChEMBL']
591,591,Cn1cc2C[C@]3([H])[C@](C[C@]([H])(CN3C)COC(=O)c4cc(cnc4)Br)(c5cccc1c25)OC.C[C@]([H])([C@@]([H])(C)C(=O)O)C(=O)O,113,KLZYRCVPDWTZLH-QWWZWVQMSA-N,nicergoline tartrate,Possibly Marketed Outside US,0,['NCATS']
592,592,Cc1cc(c2c3c1c4c(C)cc(c5c4c6c7c(c(cc(c7c5=O)O)O)c8c(cc(c(c8c36)c2=O)O)O)O)O,113,BTXNYTINYBABQR-UHFFFAOYSA-N,hypericin,Possibly Marketed Outside US,0,['NCATS']
593,593,CS(=O)(=O)c1cccc(c1)C[C@@]([H])(C(=O)O)N=C(c2c(cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4)Cl)[O-].[Na+],113,BPWOKOSRORLLIN-BQAIUKQQSA-M,lifitegrast sodium,US Approved Rx,0,['NCATS']
594,594,CC1=C(C(c2cccc(c2)N(=O)=O)C(=C(C)N1)P3(=O)OCC(C)(C)CO3)C(=O)OCCN(Cc4ccccc4)c5ccccc5.CCO.Cl,113,IKBJGZQVVVXCEQ-UHFFFAOYSA-N,efonidipine hydrochloride ethanolate,Possibly Marketed Outside US,0,['NCATS']
595,595,CC(C)(C)[C@](C)([C@@]1([H])C[C@]23CC[C@@]1([C@@]4([H])[C@]53CCN(CC6CC6)[C@]2([H])Cc7ccc(c(c75)O4)OC(=O)CCCCC(=O)O)OC)O.Cl,113,CVIJJOARNCQGON-XYQNZYJMSA-N,buprenorphine hemiadipate hydrochloride,US Approved Rx,0,['NCATS']
596,596,Cc1c(CCO)sc[n+]1Cc2cnc(C)[nH]c2=N.Cc1c(CCO)sc[n+]1Cc2cnc(C)[nH]c2=N.Br.Br.[Br-].[Br-].O,113,CPELXLSAUQHCOX-UHFFFAOYSA-M,thiamine hydrobromide hemihydrate,US Approved Rx,0,['NCATS']
597,597,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,112,RAGOYPUPXAKGKH-AGDNISCASA-N,posaconazole,withdrawn,1,['WITHDRAWN']
598,598,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.c1ccc2c(c1)[nH]c(-c3cscn3)n2,112,PTPIORXVQZURBP-UHFFFAOYSA-N,thiabendazole pamoate,US Previously Marketed,1,['NCATS']
599,599,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.CN(C)CCCN1c2ccccc2Sc3ccccc31,112,WLJNZVDCPSBLRP-UHFFFAOYSA-N,promazine embonate,US Previously Marketed,1,['NCATS']
605,605,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,112,MWWSFMDVAYGXBV-RUELKSSGSA-N,doxorubicin hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
606,606,COc1ccc(cc1)OCC(=O)O[C@]2([H])C[C@]3([H])CN4CCc5c6ccc(cc6[nH]c5[C@@]4([H])C[C@]3([H])[C@@]([H])([C@@]2([H])OC)C(=O)OC)OC,112,KFDDPVMIQMFHBI-JLIPXIIDSA-N,mefeserpine,Possibly Marketed Outside US,0,['NCATS']
607,607,c1ccc(c(c1)C(=O)[O-])[O-].c1ccc(c(c1)C(=O)[O-])[O-].C[N+](C)(C)CCO.C[N+](C)(C)CCO.[Mg+2].OS(=O)(=O)O.O.O.O.O,112,GQVWFGYYMWLERN-UHFFFAOYSA-J,salcolex,Possibly Marketed Outside US,0,['NCATS']
608,608,c1cc(ccc1CCc2c[nH]c3c2c(nc(=N)[nH]3)O)C(=O)N[C@@]([H])(CCC(=O)O)C(=O)O.C(C(CO)(CO)N)O.C(C(CO)(CO)N)O.O.O,112,DUORKVZYABUEHW-AHJYMZSGSA-N,pemetrexed tromethamine,US Approved Rx,0,['NCATS']
609,609,CC(CC(c1ccccc1)(c2ccccc2)C(=N)O)N(C)C.CC(CC(c1ccccc1)(c2ccccc2)C(=N)O)N(C)C.OS(=O)(=O)O,111,NARHAGIVSFTMIG-UHFFFAOYSA-N,aminopentamide hemisulfate,US Previously Marketed,1,['NCATS']
610,610,C([C@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CON(=O)=O)ON(=O)=O)ON(=O)=O)ON(=O)=O)ON(=O)=O)ON(=O)=O,111,DGMJZELBSFOPHH-KVTDHHQDSA-N,mannitol hexanitrate,US Previously Marketed,1,['NCATS']
611,611,CCn1cc(c(=O)c2cc(c(nc21)N3CCNCC3)F)C(=O)O.CCn1cc(c(=O)c2cc(c(nc21)N3CCNCC3)F)C(=O)O.O.O.O,111,DKNNITGJCMPHKE-UHFFFAOYSA-N,enoxacin sesquihydrate,US Previously Marketed,1,['NCATS']
616,616,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,111,PCIOHQNIRPWFMV-WXXKFALUSA-N,ibutilide fumarate,approved,0,['ChEMBL']
617,617,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,111,GUGHGUXZJWAIAS-QQYBVWGSSA-N,daunorubicin hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
618,618,C[C@]1([H])C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1([H])C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8,111,RBKASMJPSJDQKY-RBFSKHHSSA-N,tirilazad,Possibly Marketed Outside US,0,['NCATS']
619,619,C=C[C@]1(C)C[C@]([H])([C@]2(C)[C@]([H])(C)CC[C@]3(CCC(=O)[C@@]23[H])[C@@]([H])(C)[C@]1([H])O)OC(=O)CSCCN(CC)CC.C(\[H])(=C(/[H])\C(=O)O)/C(=O)O,111,UURAUHCOJAIIRQ-QGLSALSOSA-N,tiamulin fumarate,Possibly Marketed Outside US,0,['NCATS']
620,620,C[C@@]1([C@@]2([H])C[C@@]3([H])[C@@]([H])(C(=C(C(=O)[C@]3(C(=C2C(=O)c4c(ccc(c41)Cl)O)O)O)C(=N)O)O)N(C)C)O.OS(=O)(=O)O,111,GQUMQTDURIYYIA-MRFRVZCGSA-N,chlortetracycline bisulfate,US Approved OTC,0,['NCATS']
621,621,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C,110,JFXBEKISTKFVAB-AJQTZOPKSA-N,metocurine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
622,622,CC(C)COC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,110,ALXRNCVIQSDJAO-KRCBVYEFSA-N,pentagastrin,withdrawn,1,['WITHDRAWN']
623,623,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Mg+2],110,QGZYHVVYXBFUSE-UHFFFAOYSA-L,metrizoate magnesium,withdrawn,1,['ChEMBL']
624,624,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],110,PPUUBZDQNSSJDN-UHFFFAOYSA-L,calcium metrizoate,withdrawn,1,['ChEMBL']
631,631,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,110,OYSKUZDIHNKWLV-PRUAPSLNSA-N,clindamycin palmitate,approved,0,"['ChEMBL', 'NCATS']"
632,632,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,110,MISPBGHDNZYFNM-BTJKTKAUSA-N,avatrombopag maleate,approved,0,['ChEMBL']
633,633,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl,110,JYCNMRVZELJVAW-RZVFYPHASA-N,eravacycline dihydrochloride,approved,0,['ChEMBL']
634,634,C[C@]1([H])C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@]([H])(C[C@]2(C)[C@]1(C(=O)COC(=O)C)OC(=O)c5ccco5)O)F,110,DDIWRLSEGOVQQD-BJRLRHTOSA-N,dexamethasone acefurate,US Approved Rx,0,['NCATS']
636,636,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)[O-])[C@@]2(C)CC[C@]1([H])O.[K+],109,MMHMRCXFKNYLKG-YKLVYJNSSA-N,potassium glycyrrhetinate,US Previously Marketed,1,['NCATS']
644,644,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,109,QUQKKHBYEFLEHK-QNBGGDODSA-N,talazoparib tosylate,approved,0,['ChEMBL']
645,645,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,109,NQHXCOAXSHGTIA-SKXNDZRYSA-N,nelfinavir mesylate,approved,0,['ChEMBL']
646,646,CC1=C([C@@]([H])(c2cccc(c2)N(=O)=O)C(=C(C)N1)C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C(=O)OC,109,ZDXUKAKRHYTAKV-MGBGTMOVSA-N,lercanidipine. (r)-,Possibly Marketed Outside US,0,['NCATS']
647,647,c1ccc(cc1)CNCCNCc2ccccc2.Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@]([H])([C@@]3([H])SC2)N=C(Cn4cnnn4)O)s1,109,JUHORIMYRDESRB-UHFFFAOYSA-N,cefazolin benzathine,US Approved Rx,0,['NCATS']
648,648,C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Sm+3],109,DOSGOCSVHPUUIA-BKFZFHPZSA-N,samarium sm-153 lexidronam pentasodium,US Approved Rx,0,['NCATS']
649,649,CN(C)CCc1c[nH]c2ccc(cc12)Cn3cncn3.CN(C)CCc1c[nH]c2ccc(cc12)Cn3cncn3.OS(=O)(=O)O,109,OMHQIDNTYGRTLV-UHFFFAOYSA-N,rizatriptan sulfate anhydrous,US Approved Rx,0,['NCATS']
650,650,CC(C)OC(=O)C1=C(C)NC(=C([C@]1([H])c2cccc(c2)N(=O)=O)C(=O)OC3CN(C3)C(c4ccccc4)c5ccccc5)N,109,ZKFQEACEUNWPMT-MUUNZHRXSA-N,"azelnidipine, (r)-",Possibly Marketed Outside US,0,['NCATS']
651,651,CC1=C(C(c2cccc(c2)N(=O)=O)C(=C(C)N1)P3(=O)OCC(C)(C)CO3)C(=O)OCCN(Cc4ccccc4)c5ccccc5.Cl,109,NSVFSAJIGAJDMR-UHFFFAOYSA-N,efonidipine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
652,652,CC(C)(C)NCC(=Nc1cc(c2C[C@@]3([H])C[C@@]4([H])[C@@]([H])(C(=C(C(=O)[C@]4(C(=C3C(=O)c2c1O)O)O)C(=N)O)O)N(C)C)N(C)C)O.Cl,109,ATIINCUPZOADER-KXLOKULZSA-N,tigecycline hydrochloride,US Approved Rx,0,['NCATS']
653,653,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O,108,AJZJIYUOOJLBAU-UHFFFAOYSA-N,trimeprazine tartrate,withdrawn,1,['ChEMBL']
654,654,c1ccc(cc1)-c2cc(c3ccccc3n2)C(=O)[O-].c1ccc(cc1)-c2cc(c3ccccc3n2)C(=O)[O-].[Sr+2],108,MMLPHAZOEWREPK-UHFFFAOYSA-L,cinchophen strontium,US Previously Marketed,1,['NCATS']
659,659,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,108,XETBXHPXHHOLOE-UHFFFAOYSA-N,dabigatran etexilate mesylate,approved,0,['ChEMBL']
660,660,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,108,XHKUDCCTVQUHJQ-LCYSNFERSA-N,quinidine gluconate,approved,0,['ChEMBL']
661,661,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],108,JEEWDSDYUSEQML-ROMZVAKDSA-M,ceftazidime sodium,approved,0,['ChEMBL']
662,662,CS(=O)(=O)O.CS(=O)(=O)O.Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,108,QQDRLKRHJOAQDC-FBHGDYMESA-N,netarsudil dimesylate,approved,0,['ChEMBL']
663,663,Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,108,RWIVSVMMGFFZIJ-VWDRLOGHSA-N,sonidegib phosphate,approved,0,['ChEMBL']
664,664,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,108,JVHPTYWUBOQMBP-RVFAQHLVSA-N,idarubicin hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
665,665,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12.[Na+],108,FQISKWAFAHGMGT-SGJOWKDISA-M,methylprednisolone sodium succinate,approved,0,['ChEMBL']
666,666,CC1=C([C@]([H])(c2cccc(c2)N(=O)=O)C(=C(C)N1)C(=O)OC(C)(C)CN(C)CCC(c3ccccc3)c4ccccc4)C(=O)OC,108,ZDXUKAKRHYTAKV-XIFFEERXSA-N,"lercanidipine, (s)-",Possibly Marketed Outside US,0,['NCATS']
667,667,CN1CC[C@@]23[C@@]4([H])C=C[C@@]([H])([C@]2([H])Oc5c(ccc(C[C@]41[H])c53)OC)O.CC1(C)[C@]2([H])CC[C@@]1(CS(=O)(=O)O)C(=O)C2,108,BGRUJFPHCJRWHU-XFWSUFBMSA-N,codeine camphorsulfonate,US Approved OTC,0,['NCATS']
668,668,c1cc(ccc1CCc2c[nH]c3c2c(nc(=N)[nH]3)O)C(=O)N[C@@]([H])(CCC(=O)O)C(=O)O.C(C(CO)(CO)N)O.C(C(CO)(CO)N)O,108,HNJZWVKZQZMXHP-GXKRWWSZSA-N,pemetrexed tromethamine anhydrous,US Approved Rx,0,['NCATS']
669,669,CC(C)OC(=O)C1=C(C)NC(=C([C@@]1([H])c2cccc(c2)N(=O)=O)C(=O)OC3CN(C3)C(c4ccccc4)c5ccccc5)N,108,ZKFQEACEUNWPMT-NDEPHWFRSA-N,"azelnidipine, (s)-",Possibly Marketed Outside US,0,['NCATS']
670,670,Cc1cc(=N)c2ccccc2n1CCCCCCCCCCn3c(C)cc(=N)c4ccccc43.C=CCCCCCCCCC(=O)O.C=CCCCCCCCCC(=O)O,108,ADVZBZHXUINOFY-UHFFFAOYSA-N,dequalinium undecenate,Possibly Marketed Outside US,0,['NCATS']
671,671,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],107,NAXFZVGOZUWLEP-RFXDPDBWSA-L,cefonicid sodium,withdrawn,1,['ChEMBL']
672,672,CC(=CC[C@]1([H])[C@@](C)([C@@]2([H])[C@@]([H])([C@@]([H])(CC[C@@]32CO3)OC(=O)/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(=O)O)OC)O1)C.C1CCC(CC1)NC2CCCCC2,107,NGGMYCMLYOUNGM-SSXZYXAESA-N,bicyclohexylammonium fumagillin,US Previously Marketed,1,['NCATS']
673,673,CC[C@@]([H])(c1ccc(cc1)OP(=O)([O-])[O-])[C@]([H])(CC)c2ccc(cc2)OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],107,DNCWQZVLWAEATB-YHCLLLHXSA-J,hexestrol diphosphate tetrasodium,US Previously Marketed,1,['NCATS']
679,679,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,107,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,diflorasone diacetate,approved,0,"['ChEMBL', 'NCATS']"
680,680,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],107,IHWFKDWIUSZLCJ-UHFFFAOYSA-M,azilsartan kamedoxomil,approved,0,['ChEMBL']
681,681,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,107,VXZCUHNJXSIJIM-MEBGWEOYSA-N,neratinib maleate,approved,0,['ChEMBL']
682,682,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-],107,OQUFJVRYDFIQBW-UHFFFAOYSA-N,trametinib dimethyl sulfoxide,approved,0,['ChEMBL']
